model	gene	annotation
iAM_Pb448	PBANKA_093290	http://identifiers.org/interpro/IPR016040
iAM_Pb448	PBANKA_093290	http://identifiers.org/interpro/IPR017751
iAM_Pb448	PBANKA_093290	http://identifiers.org/uniprot/A0A077XC99
iAM_Pb448	PBANKA_093290	http://identifiers.org/goa/A0A077XC99
iAM_Pb448	PBANKA_040480	http://identifiers.org/ncbigene/3426371
iAM_Pb448	PBANKA_040480	http://identifiers.org/interpro/IPR000447
iAM_Pb448	PBANKA_040480	http://identifiers.org/interpro/IPR006076
iAM_Pb448	PBANKA_040480	http://identifiers.org/interpro/IPR023753
iAM_Pb448	PBANKA_040480	http://identifiers.org/interpro/IPR031656
iAM_Pb448	PBANKA_040480	http://identifiers.org/uniprot/Q4YUA6
iAM_Pb448	PBANKA_040480	http://identifiers.org/goa/Q4YUA6
iAM_Pb448	PBANKA_124460	http://identifiers.org/ncbigene/3425522
iAM_Pb448	PBANKA_124460	http://identifiers.org/interpro/IPR004853
iAM_Pb448	PBANKA_124460	http://identifiers.org/uniprot/A0A077XHR6
iAM_Pb448	PBANKA_124460	http://identifiers.org/goa/A0A077XHR6
iAM_Pb448	PBANKA_110790	http://identifiers.org/ncbigene/3426110
iAM_Pb448	PBANKA_110790	http://identifiers.org/interpro/IPR004853
iAM_Pb448	PBANKA_110790	http://identifiers.org/uniprot/Q4Z429
iAM_Pb448	PBANKA_110790	http://identifiers.org/goa/Q4Z429
iAM_Pb448	PBANKA_131750	http://identifiers.org/ncbigene/3428888
iAM_Pb448	PBANKA_131750	http://identifiers.org/interpro/IPR001282
iAM_Pb448	PBANKA_131750	http://identifiers.org/interpro/IPR006148
iAM_Pb448	PBANKA_131750	http://identifiers.org/interpro/IPR016040
iAM_Pb448	PBANKA_131750	http://identifiers.org/interpro/IPR022674
iAM_Pb448	PBANKA_131750	http://identifiers.org/interpro/IPR022675
iAM_Pb448	PBANKA_131750	http://identifiers.org/uniprot/A0A077XFW3
iAM_Pb448	PBANKA_131750	http://identifiers.org/goa/A0A077XFW3
iAM_Pb448	PBANKA_100880	http://identifiers.org/ncbigene/3428795
iAM_Pb448	PBANKA_100880	http://identifiers.org/interpro/IPR001672
iAM_Pb448	PBANKA_100880	http://identifiers.org/interpro/IPR018189
iAM_Pb448	PBANKA_100880	http://identifiers.org/interpro/IPR023096
iAM_Pb448	PBANKA_100880	http://identifiers.org/uniprot/A0A077YEK9
iAM_Pb448	PBANKA_100880	http://identifiers.org/goa/A0A077YEK9
iAM_Pb448	PBANKA_135660	http://identifiers.org/ncbigene/3428958
iAM_Pb448	PBANKA_135660	http://identifiers.org/interpro/IPR002618
iAM_Pb448	PBANKA_135660	http://identifiers.org/interpro/IPR029044
iAM_Pb448	PBANKA_135660	http://identifiers.org/uniprot/Q4Z6K5
iAM_Pb448	PBANKA_135660	http://identifiers.org/goa/Q4Z6K5
iAM_Pb448	PBANKA_123230	http://identifiers.org/ncbigene/3421590
iAM_Pb448	PBANKA_123230	http://identifiers.org/interpro/IPR002618
iAM_Pb448	PBANKA_123230	http://identifiers.org/interpro/IPR029044
iAM_Pb448	PBANKA_123230	http://identifiers.org/uniprot/A0A077XF16
iAM_Pb448	PBANKA_123230	http://identifiers.org/goa/A0A077XF16
iAM_Pb448	PBANKA_132640	http://identifiers.org/ncbigene/3424199
iAM_Pb448	PBANKA_132640	http://identifiers.org/interpro/IPR006424
iAM_Pb448	PBANKA_132640	http://identifiers.org/interpro/IPR016040
iAM_Pb448	PBANKA_132640	http://identifiers.org/interpro/IPR020828
iAM_Pb448	PBANKA_132640	http://identifiers.org/interpro/IPR020829
iAM_Pb448	PBANKA_132640	http://identifiers.org/interpro/IPR020830
iAM_Pb448	PBANKA_132640	http://identifiers.org/interpro/IPR020831
iAM_Pb448	PBANKA_132640	http://identifiers.org/uniprot/Q4YRX2
iAM_Pb448	PBANKA_132640	http://identifiers.org/goa/Q4YRX2
iAM_Pb448	PBANKA_050930	http://identifiers.org/ncbigene/3426626
iAM_Pb448	PBANKA_050930	http://identifiers.org/interpro/IPR001347
iAM_Pb448	PBANKA_050930	http://identifiers.org/interpro/IPR005855
iAM_Pb448	PBANKA_050930	http://identifiers.org/interpro/IPR017932
iAM_Pb448	PBANKA_050930	http://identifiers.org/interpro/IPR029055
iAM_Pb448	PBANKA_050930	http://identifiers.org/uniprot/A0A077X7M8
iAM_Pb448	PBANKA_050930	http://identifiers.org/goa/A0A077X7M8
iAM_Pb448	PBANKA_121240	http://identifiers.org/ncbigene/3422551
iAM_Pb448	PBANKA_121240	http://identifiers.org/interpro/IPR001509
iAM_Pb448	PBANKA_121240	http://identifiers.org/interpro/IPR016040
iAM_Pb448	PBANKA_121240	http://identifiers.org/interpro/IPR028614
iAM_Pb448	PBANKA_121240	http://identifiers.org/uniprot/A0A077XIX3
iAM_Pb448	PBANKA_121240	http://identifiers.org/goa/A0A077XIX3
iAM_Pb448	PBANKA_030080	http://identifiers.org/ncbigene/3426971
iAM_Pb448	PBANKA_030080	http://identifiers.org/interpro/IPR000092
iAM_Pb448	PBANKA_030080	http://identifiers.org/interpro/IPR008949
iAM_Pb448	PBANKA_030080	http://identifiers.org/interpro/IPR017446
iAM_Pb448	PBANKA_030080	http://identifiers.org/uniprot/Q4YCT0
iAM_Pb448	PBANKA_030080	http://identifiers.org/goa/Q4YCT0
iAM_Pb448	PBANKA_145020	http://identifiers.org/ncbigene/3427378
iAM_Pb448	PBANKA_145020	http://identifiers.org/interpro/IPR001085
iAM_Pb448	PBANKA_145020	http://identifiers.org/interpro/IPR015421
iAM_Pb448	PBANKA_145020	http://identifiers.org/interpro/IPR015422
iAM_Pb448	PBANKA_145020	http://identifiers.org/interpro/IPR015424
iAM_Pb448	PBANKA_145020	http://identifiers.org/uniprot/A0A077XKK6
iAM_Pb448	PBANKA_145020	http://identifiers.org/goa/A0A077XKK6
iAM_Pb448	PBANKA_131980	http://identifiers.org/ncbigene/3426147
iAM_Pb448	PBANKA_131980	http://identifiers.org/interpro/IPR001085
iAM_Pb448	PBANKA_131980	http://identifiers.org/interpro/IPR015422
iAM_Pb448	PBANKA_131980	http://identifiers.org/interpro/IPR015424
iAM_Pb448	PBANKA_131980	http://identifiers.org/uniprot/Q4YRD5
iAM_Pb448	PBANKA_131980	http://identifiers.org/goa/Q4YRD5
iAM_Pb448	PBANKA_082350	http://identifiers.org/ncbigene/3428094
iAM_Pb448	PBANKA_082350	http://identifiers.org/interpro/IPR008146
iAM_Pb448	PBANKA_082350	http://identifiers.org/interpro/IPR008147
iAM_Pb448	PBANKA_082350	http://identifiers.org/interpro/IPR014746
iAM_Pb448	PBANKA_082350	http://identifiers.org/interpro/IPR027303
iAM_Pb448	PBANKA_082350	http://identifiers.org/uniprot/A0A077XAS2
iAM_Pb448	PBANKA_082350	http://identifiers.org/goa/A0A077XAS2
iAM_Pb448	PBANKA_081980	http://identifiers.org/ncbigene/3425847
iAM_Pb448	PBANKA_081980	http://identifiers.org/interpro/IPR004308
iAM_Pb448	PBANKA_081980	http://identifiers.org/uniprot/A0A077XE57
iAM_Pb448	PBANKA_081980	http://identifiers.org/goa/A0A077XE57
iAM_Pc455	PCYB_102830	http://identifiers.org/ncbigene/14693293
iAM_Pc455	PCYB_114110	http://identifiers.org/ncbigene/14693760
iAM_Pc455	PCYB_113120	http://identifiers.org/ncbigene/14693657
iAM_Pc455	PCYB_063070	http://identifiers.org/ncbigene/14691815
iAM_Pc455	PCYB_031720	http://identifiers.org/ncbigene/14691280
iAM_Pc455	PCYB_123980	http://identifiers.org/ncbigene/14694205
iAM_Pc455	PCYB_146570	http://identifiers.org/ncbigene/14695610
iAM_Pc455	PCYB_146130	http://identifiers.org/ncbigene/14695566
iAM_Pc455	PCYB_125900	http://identifiers.org/ncbigene/14694397
iAM_Pc455	PCYB_122250	http://identifiers.org/ncbigene/14694028
iAM_Pc455	PCYB_124460	http://identifiers.org/ncbigene/14694253
iAM_Pc455	PCYB_112150	http://identifiers.org/ncbigene/14693559
iAM_Pc455	PCYB_082560	http://identifiers.org/ncbigene/14692445
iAM_Pc455	PCYB_073020	http://identifiers.org/ncbigene/14692148
iAM_Pc455	PCYB_072640	http://identifiers.org/ncbigene/14692110
iAM_Pc455	PCYB_012500	http://identifiers.org/ncbigene/14691106
iAM_Pc455	PCYB_073050	http://identifiers.org/ncbigene/14692151
iAM_Pc455	PCYB_113170	http://identifiers.org/ncbigene/14693662
iAM_Pc455	PCYB_132180	http://identifiers.org/ncbigene/14694717
iAM_Pc455	PCYB_134020	http://identifiers.org/ncbigene/14694906
iAM_Pc455	PCYB_135090	http://identifiers.org/ncbigene/14695013
iAM_Pc455	PCYB_132800	http://identifiers.org/ncbigene/14694780
iAM_Pc455	PCYB_132360	http://identifiers.org/ncbigene/14694735
iAM_Pc455	PCYB_121220	http://identifiers.org/ncbigene/14693923
iAM_Pc455	PCYB_126290	http://identifiers.org/ncbigene/14694437
iAM_Pc455	PCYB_111510	http://identifiers.org/ncbigene/14693495
iAM_Pc455	PCYB_052660	http://identifiers.org/ncbigene/14691637
iAM_Pc455	PCYB_144570	http://identifiers.org/ncbigene/14695411
iAM_Pc455	PCYB_102710	http://identifiers.org/ncbigene/14693280
iAM_Pc455	PCYB_071820	http://identifiers.org/ncbigene/14692028
iAM_Pc455	PCYB_134100	http://identifiers.org/ncbigene/14694914
iAM_Pc455	PCYB_093520	http://identifiers.org/ncbigene/14692921
iAM_Pc455	PCYB_042570	http://identifiers.org/ncbigene/14695891
iAM_Pc455	PCYB_092260	http://identifiers.org/ncbigene/14692794
iAM_Pc455	PCYB_093890	http://identifiers.org/ncbigene/14692958
iAM_Pc455	PCYB_143340	http://identifiers.org/ncbigene/14695287
iAM_Pc455	PCYB_113430	http://identifiers.org/ncbigene/14693689
iAM_Pc455	PCYB_131420	http://identifiers.org/ncbigene/14694642
iAM_Pc455	PCYB_051270	http://identifiers.org/ncbigene/14691498
iAM_Pc455	PCYB_062870	http://identifiers.org/ncbigene/14691795
iAM_Pc455	PCYB_031410	http://identifiers.org/ncbigene/14691249
iAM_Pc455	PCYB_143960	http://identifiers.org/ncbigene/14695349
iAM_Pc455	PCYB_114580	http://identifiers.org/ncbigene/14693807
iAM_Pc455	PCYB_143440	http://identifiers.org/ncbigene/14695297
iAM_Pc455	PCYB_143210	http://identifiers.org/ncbigene/14695274
iAM_Pc455	PCYB_132130	http://identifiers.org/ncbigene/14694712
iAM_Pc455	PCYB_091540	http://identifiers.org/ncbigene/14692722
iAM_Pc455	PCYB_126420	http://identifiers.org/ncbigene/14694450
iAM_Pc455	PCYB_082240	http://identifiers.org/ncbigene/14692413
iAM_Pc455	PCYB_132710	http://identifiers.org/ncbigene/14694771
iAM_Pc455	PCYB_126060	http://identifiers.org/ncbigene/14694413
iAM_Pc455	PCYB_124540	http://identifiers.org/ncbigene/14694261
iAM_Pc455	PCYB_126180	http://identifiers.org/ncbigene/14694425
iAM_Pc455	PCYB_121970	http://identifiers.org/ncbigene/14693998
iAM_Pc455	PCYB_062100	http://identifiers.org/ncbigene/14691718
iAM_Pc455	PCYB_143930	http://identifiers.org/ncbigene/14695346
iAM_Pc455	PCYB_121860	http://identifiers.org/ncbigene/14693987
iAM_Pc455	PCYB_142750	http://identifiers.org/ncbigene/14695225
iAM_Pc455	PCYB_063040	http://identifiers.org/ncbigene/14691812
iAM_Pc455	PCYB_114610	http://identifiers.org/ncbigene/14693810
iAM_Pc455	PCYB_135010	http://identifiers.org/ncbigene/14695005
iAM_Pc455	PCYB_073190	http://identifiers.org/ncbigene/14692165
iAM_Pc455	PCYB_093610	http://identifiers.org/ncbigene/14692930
iAM_Pc455	PCYB_083100	http://identifiers.org/ncbigene/14692499
iAM_Pc455	PCYB_113330	http://identifiers.org/ncbigene/14693678
iAM_Pc455	PCYB_114180	http://identifiers.org/ncbigene/14693767
iAM_Pc455	PCYB_127520	http://identifiers.org/ncbigene/14694560
iAM_Pc455	PCYB_122200	http://identifiers.org/ncbigene/14694022
iAM_Pc455	PCYB_071880	http://identifiers.org/ncbigene/14692034
iAM_Pc455	PCYB_051480	http://identifiers.org/ncbigene/14691519
iAM_Pc455	PCYB_041870	http://identifiers.org/ncbigene/14695823
iAM_Pc455	PCYB_012480	http://identifiers.org/ncbigene/14691104
iAM_Pc455	PCYB_114920	http://identifiers.org/ncbigene/14693841
iAM_Pc455	PCYB_122150	http://identifiers.org/ncbigene/14694017
iAM_Pc455	PCYB_021480	http://identifiers.org/ncbigene/14690990
iAM_Pc455	PCYB_084290	http://identifiers.org/ncbigene/14692620
iAM_Pc455	PCYB_022070	http://identifiers.org/ncbigene/14690908
iAM_Pc455	PCYB_084560	http://identifiers.org/ncbigene/14692647
iAM_Pc455	PCYB_132840	http://identifiers.org/ncbigene/14694784
iAM_Pc455	PCYB_124560	http://identifiers.org/ncbigene/14694263
iAM_Pc455	PCYB_051680	http://identifiers.org/ncbigene/14691539
iAM_Pc455	PCYB_135260	http://identifiers.org/ncbigene/14695030
iAM_Pc455	PCYB_145480	http://identifiers.org/ncbigene/14695502
iAM_Pc455	PCYB_051340	http://identifiers.org/ncbigene/14691505
iAM_Pc455	PCYB_133740	http://identifiers.org/ncbigene/14694874
iAM_Pc455	PCYB_053460	http://identifiers.org/ncbigene/14691428
iAM_Pc455	PCYB_093000	http://identifiers.org/ncbigene/14692869
iAM_Pc455	PCYB_073140	http://identifiers.org/ncbigene/14692160
iAM_Pc455	PCYB_121130	http://identifiers.org/ncbigene/14693914
iAM_Pc455	PCYB_084470	http://identifiers.org/ncbigene/14692638
iAM_Pc455	PCYB_113020	http://identifiers.org/ncbigene/14693647
iAM_Pc455	PCYB_072690	http://identifiers.org/ncbigene/14692115
iAM_Pc455	PCYB_091780	http://identifiers.org/ncbigene/14692746
iAM_Pc455	PCYB_132070	http://identifiers.org/ncbigene/14694706
iAM_Pc455	PCYB_093360	http://identifiers.org/ncbigene/14692905
iAM_Pc455	PCYB_094000	http://identifiers.org/ncbigene/14692969
iAM_Pc455	PCYB_011630	http://identifiers.org/ncbigene/14691189
iAM_Pc455	PCYB_062380	http://identifiers.org/ncbigene/14691746
iAM_Pc455	PCYB_124240	http://identifiers.org/ncbigene/14694231
iAM_Pc455	PCYB_125670	http://identifiers.org/ncbigene/14694374
iAM_Pc455	PCYB_012090	http://identifiers.org/ncbigene/14691065
iAM_Pc455	PCYB_073000	http://identifiers.org/ncbigene/14692146
iAM_Pc455	PCYB_102950	http://identifiers.org/ncbigene/14693305
iAM_Pc455	PCYB_082860	http://identifiers.org/ncbigene/14692475
iAM_Pc455	PCYB_144970	http://identifiers.org/ncbigene/14695451
iAM_Pc455	PCYB_121650	http://identifiers.org/ncbigene/14693966
iAM_Pc455	PCYB_081730	http://identifiers.org/ncbigene/14692362
iAM_Pc455	PCYB_135430	http://identifiers.org/ncbigene/14695047
iAM_Pc455	PCYB_102690	http://identifiers.org/ncbigene/14693278
iAM_Pc455	PCYB_052490	http://identifiers.org/ncbigene/14691620
iAM_Pc455	PCYB_142550	http://identifiers.org/ncbigene/14695205
iAM_Pc455	PCYB_084340	http://identifiers.org/ncbigene/14692625
iAM_Pc455	PCYB_094430	http://identifiers.org/ncbigene/14693013
iAM_Pc455	PCYB_124280	http://identifiers.org/ncbigene/14694235
iAM_Pc455	PCYB_112010	http://identifiers.org/ncbigene/14693545
iAM_Pc455	PCYB_082220	http://identifiers.org/ncbigene/14692411
iAM_Pc455	PCYB_112610	http://identifiers.org/ncbigene/14693606
iAM_Pc455	PCYB_072560	http://identifiers.org/ncbigene/14692102
iAM_Pc455	PCYB_083780	http://identifiers.org/ncbigene/14692569
iAM_Pc455	PCYB_011010	http://identifiers.org/ncbigene/14691038
iAM_Pc455	PCYB_092170	http://identifiers.org/ncbigene/14692785
iAM_Pc455	PCYB_133920	http://identifiers.org/ncbigene/14694896
iAM_Pc455	PCYB_092150	http://identifiers.org/ncbigene/14692783
iAM_Pc455	PCYB_061230	http://identifiers.org/ncbigene/14691862
iAM_Pc455	PCYB_134860	http://identifiers.org/ncbigene/14694990
iAM_Pc455	PCYB_102640	http://identifiers.org/ncbigene/14693273
iAM_Pc455	PCYB_135280	http://identifiers.org/ncbigene/14695032
iAM_Pc455	PCYB_103340	http://identifiers.org/ncbigene/14693344
iAM_Pc455	PCYB_051500	http://identifiers.org/ncbigene/14691521
iAM_Pc455	PCYB_146430	http://identifiers.org/ncbigene/14695596
iAM_Pc455	PCYB_126890	http://identifiers.org/ncbigene/14694497
iAM_Pc455	PCYB_113290	http://identifiers.org/ncbigene/14693674
iAM_Pc455	PCYB_021350	http://identifiers.org/ncbigene/14690906
iAM_Pc455	PCYB_113300	http://identifiers.org/ncbigene/14693675
iAM_Pc455	PCYB_103410	http://identifiers.org/ncbigene/14693351
iAM_Pc455	PCYB_052100	http://identifiers.org/ncbigene/14691581
iAM_Pc455	PCYB_073980	http://identifiers.org/ncbigene/14692244
iAM_Pc455	PCYB_114710	http://identifiers.org/ncbigene/14693820
iAM_Pc455	PCYB_081850	http://identifiers.org/ncbigene/14692374
iAM_Pc455	PCYB_041150	http://identifiers.org/ncbigene/14695751
iAM_Pc455	PCYB_052870	http://identifiers.org/ncbigene/14691658
iAM_Pc455	PCYB_094280	http://identifiers.org/ncbigene/14692998
iAM_Pc455	PCYB_032030	http://identifiers.org/ncbigene/14691315
iAM_Pc455	PCYB_147220	http://identifiers.org/ncbigene/14695676
iAM_Pc455	PCYB_062740	http://identifiers.org/ncbigene/14691782
iAM_Pc455	PCYB_022210	http://identifiers.org/ncbigene/14690889
iAM_Pc455	PCYB_135190	http://identifiers.org/ncbigene/14695023
iAM_Pc455	PCYB_103440	http://identifiers.org/ncbigene/14693354
iAM_Pc455	PCYB_111520	http://identifiers.org/ncbigene/14693496
iAM_Pc455	PCYB_126090	http://identifiers.org/ncbigene/14694416
iAM_Pc455	PCYB_122955	http://identifiers.org/ncbigene/14694102
iAM_Pc455	PCYB_132430	http://identifiers.org/ncbigene/14694742
iAM_Pc455	PCYB_012440	http://identifiers.org/ncbigene/14691100
iAM_Pc455	PCYB_134770	http://identifiers.org/ncbigene/14694981
iAM_Pc455	PCYB_042360	http://identifiers.org/ncbigene/14695870
iAM_Pc455	PCYB_112580	http://identifiers.org/ncbigene/14693603
iAM_Pc455	PCYB_082510	http://identifiers.org/ncbigene/14692440
iAM_Pc455	PCYB_072750	http://identifiers.org/ncbigene/14692121
iAM_Pc455	PCYB_092280	http://identifiers.org/ncbigene/14692796
iAM_Pc455	PCYB_113460	http://identifiers.org/ncbigene/14693692
iAM_Pc455	PCYB_111980	http://identifiers.org/ncbigene/14693542
iAM_Pc455	PCYB_127080	http://identifiers.org/ncbigene/14694516
iAM_Pc455	PCYB_093270	http://identifiers.org/ncbigene/14692896
iAM_Pc455	PCYB_133150	http://identifiers.org/ncbigene/14694815
iAM_Pc455	PCYB_102090	http://identifiers.org/ncbigene/14693218
iAM_Pc455	PCYB_142130	http://identifiers.org/ncbigene/14695163
iAM_Pc455	PCYB_073160	http://identifiers.org/ncbigene/14692162
iAM_Pc455	PCYB_012280	http://identifiers.org/ncbigene/14691084
iAM_Pc455	PCYB_144950	http://identifiers.org/ncbigene/14695449
iAM_Pc455	PCYB_145580	http://identifiers.org/ncbigene/14695512
iAM_Pc455	PCYB_124360	http://identifiers.org/ncbigene/14694243
iAM_Pc455	PCYB_051730	http://identifiers.org/ncbigene/14691544
iAM_Pc455	PCYB_101420	http://identifiers.org/ncbigene/14693151
iAM_Pc455	PCYB_073790	http://identifiers.org/ncbigene/14692225
iAM_Pc455	PCYB_114900	http://identifiers.org/ncbigene/14693839
iAM_Pc455	PCYB_145780	http://identifiers.org/ncbigene/14695532
iAM_Pc455	PCYB_101940	http://identifiers.org/ncbigene/14693203
iAM_Pc455	PCYB_052050	http://identifiers.org/ncbigene/14691576
iAM_Pc455	PCYB_145940	http://identifiers.org/ncbigene/14695547
iAM_Pc455	PCYB_061470	http://identifiers.org/ncbigene/14691886
iAM_Pc455	PCYB_132390	http://identifiers.org/ncbigene/14694738
iAM_Pc455	PCYB_142990	http://identifiers.org/ncbigene/14695249
iAM_Pc455	PCYB_112870	http://identifiers.org/ncbigene/14693632
iAM_Pc455	PCYB_142210	http://identifiers.org/ncbigene/14695171
iAM_Pc455	PCYB_102250	http://identifiers.org/ncbigene/14693234
iAM_Pc455	PCYB_092270	http://identifiers.org/ncbigene/14692795
iAM_Pc455	PCYB_072710	http://identifiers.org/ncbigene/14692117
iAM_Pc455	PCYB_146530	http://identifiers.org/ncbigene/14695606
iAM_Pc455	PCYB_071270	http://identifiers.org/ncbigene/14691973
iAM_Pc455	PCYB_094950	http://identifiers.org/ncbigene/14693065
iAM_Pc455	PCYB_052600	http://identifiers.org/ncbigene/14691631
iAM_Pc455	PCYB_071570	http://identifiers.org/ncbigene/14692003
iAM_Pc455	PCYB_145180	http://identifiers.org/ncbigene/14695472
iAM_Pc455	PCYB_113050	http://identifiers.org/ncbigene/14693650
iAM_Pc455	PCYB_114310	http://identifiers.org/ncbigene/14693780
iAM_Pc455	PCYB_147050	http://identifiers.org/ncbigene/14695659
iAM_Pc455	PCYB_102620	http://identifiers.org/ncbigene/14693271
iAM_Pc455	PCYB_131700	http://identifiers.org/ncbigene/14694669
iAM_Pc455	PCYB_113380	http://identifiers.org/ncbigene/14693684
iAM_Pc455	PCYB_131820	http://identifiers.org/ncbigene/14694681
iAM_Pc455	PCYB_102130	http://identifiers.org/ncbigene/14693222
iAM_Pc455	PCYB_126830	http://identifiers.org/ncbigene/14694491
iAM_Pc455	PCYB_112270	http://identifiers.org/ncbigene/14693571
iAM_Pc455	PCYB_121800	http://identifiers.org/ncbigene/14693981
iAM_Pc455	PCYB_072830	http://identifiers.org/ncbigene/14692129
iAM_Pc455	PCYB_124950	http://identifiers.org/ncbigene/14694302
iAM_Pc455	PCYB_113900	http://identifiers.org/ncbigene/14693739
iAM_Pc455	PCYB_123790	http://identifiers.org/ncbigene/14694186
iAM_Pc455	PCYB_123760	http://identifiers.org/ncbigene/14694183
iAM_Pc455	PCYB_092000	http://identifiers.org/ncbigene/14692768
iAM_Pc455	PCYB_115170	http://identifiers.org/ncbigene/14693866
iAM_Pc455	PCYB_073120	http://identifiers.org/ncbigene/14692158
iAM_Pc455	PCYB_142400	http://identifiers.org/ncbigene/14695190
iAM_Pc455	PCYB_051760	http://identifiers.org/ncbigene/14691547
iAM_Pc455	PCYB_121910	http://identifiers.org/ncbigene/14693992
iAM_Pc455	PCYB_011690	http://identifiers.org/ncbigene/14691195
iAM_Pc455	PCYB_104230	http://identifiers.org/ncbigene/14693433
iAM_Pc455	PCYB_011680	http://identifiers.org/ncbigene/14691194
iAM_Pc455	PCYB_053800	http://identifiers.org/ncbigene/14691462
iAM_Pc455	PCYB_031350	http://identifiers.org/ncbigene/14691243
iAM_Pc455	PCYB_052680	http://identifiers.org/ncbigene/14691639
iAM_Pc455	PCYB_133630	http://identifiers.org/ncbigene/14694863
iAM_Pc455	PCYB_012520	http://identifiers.org/ncbigene/14691108
iAM_Pc455	PCYB_142150	http://identifiers.org/ncbigene/14695165
iAM_Pc455	PCYB_131500	http://identifiers.org/ncbigene/14694649
iAM_Pc455	PCYB_114030	http://identifiers.org/ncbigene/14693752
iAM_Pc455	PCYB_061710	http://identifiers.org/ncbigene/14691910
iAM_Pc455	PCYB_042060	http://identifiers.org/ncbigene/14695842
iAM_Pc455	PCYB_021710	http://identifiers.org/ncbigene/14690912
iAM_Pc455	PCYB_072980	http://identifiers.org/ncbigene/14692144
iAM_Pc455	PCYB_141370	http://identifiers.org/ncbigene/14695087
iAM_Pc455	PCYB_012450	http://identifiers.org/ncbigene/14691101
iAM_Pc455	PCYB_011290	http://identifiers.org/ncbigene/14691151
iAM_Pc455	PCYB_102990	http://identifiers.org/ncbigene/14693309
iAM_Pc455	PCYB_112730	http://identifiers.org/ncbigene/14693618
iAM_Pc455	PCYB_072260	http://identifiers.org/ncbigene/14692072
iAM_Pc455	PCYB_072100	http://identifiers.org/ncbigene/14692056
iAM_Pc455	PCYB_073430	http://identifiers.org/ncbigene/14692189
iAM_Pc455	PCYB_112890	http://identifiers.org/ncbigene/14693634
iAM_Pc455	PCYB_141300	http://identifiers.org/ncbigene/14695080
iAM_Pc455	PCYB_121460	http://identifiers.org/ncbigene/14693947
iAM_Pc455	PCYB_124080	http://identifiers.org/ncbigene/14694215
iAM_Pc455	PCYB_115080	http://identifiers.org/ncbigene/14693857
iAM_Pc455	PCYB_111400	http://identifiers.org/ncbigene/14693484
iAM_Pc455	PCYB_147430	http://identifiers.org/ncbigene/14695697
iAM_Pc455	PCYB_134090	http://identifiers.org/ncbigene/14694913
iAM_Pc455	PCYB_082930	http://identifiers.org/ncbigene/14692482
iAM_Pc455	PCYB_123500	http://identifiers.org/ncbigene/14694157
iAM_Pc455	PCYB_131470	http://identifiers.org/ncbigene/14694646
iAM_Pc455	PCYB_032450	http://identifiers.org/ncbigene/14691358
iAM_Pc455	PCYB_094530	http://identifiers.org/ncbigene/14693023
iAM_Pc455	PCYB_103700	http://identifiers.org/ncbigene/14693380
iAM_Pc455	PCYB_084550	http://identifiers.org/ncbigene/14692646
iAM_Pc455	PCYB_126000	http://identifiers.org/ncbigene/14694407
iAM_Pc455	PCYB_031700	http://identifiers.org/ncbigene/14691278
iAM_Pc455	PCYB_042530	http://identifiers.org/ncbigene/14695887
iAM_Pc455	PCYB_031480	http://identifiers.org/ncbigene/14691256
iAM_Pc455	PCYB_102890	http://identifiers.org/ncbigene/14693299
iAM_Pc455	PCYB_061750	http://identifiers.org/ncbigene/14691914
iAM_Pc455	PCYB_143300	http://identifiers.org/ncbigene/14695283
iAM_Pc455	PCYB_114770	http://identifiers.org/ncbigene/14693826
iAM_Pc455	PCYB_082330	http://identifiers.org/ncbigene/14692422
iAM_Pc455	PCYB_143070	http://identifiers.org/ncbigene/14695257
iAM_Pc455	PCYB_124450	http://identifiers.org/ncbigene/14694252
iAM_Pc455	PCYB_146470	http://identifiers.org/ncbigene/14695600
iAM_Pc455	PCYB_131810	http://identifiers.org/ncbigene/14694680
iAM_Pc455	PCYB_126870	http://identifiers.org/ncbigene/14694495
iAM_Pc455	PCYB_061510	http://identifiers.org/ncbigene/14691890
iAM_Pc455	PCYB_093050	http://identifiers.org/ncbigene/14692874
iAM_Pc455	PCYB_125540	http://identifiers.org/ncbigene/14694361
iAM_Pc455	PCYB_121600	http://identifiers.org/ncbigene/14693961
iAM_Pc455	PCYB_122070	http://identifiers.org/ncbigene/14694008
iAM_Pc455	PCYB_093460	http://identifiers.org/ncbigene/14692915
iAM_Pc455	PCYB_072300	http://identifiers.org/ncbigene/14692076
iAM_Pc455	PCYB_073010	http://identifiers.org/ncbigene/14692147
iAM_Pc455	PCYB_092620	http://identifiers.org/ncbigene/14692830
iAM_Pc455	PCYB_082230	http://identifiers.org/ncbigene/14692412
iAM_Pc455	PCYB_113190	http://identifiers.org/ncbigene/14693664
iAM_Pc455	PCYB_093580	http://identifiers.org/ncbigene/14692927
iAM_Pc455	PCYB_021380	http://identifiers.org/ncbigene/14690897
iAM_Pc455	PCYB_062550	http://identifiers.org/ncbigene/14691763
iAM_Pc455	PCYB_062670	http://identifiers.org/ncbigene/14691775
iAM_Pc455	PCYB_094690	http://identifiers.org/ncbigene/14693039
iAM_Pc455	PCYB_074250	http://identifiers.org/ncbigene/14692272
iAM_Pc455	PCYB_113860	http://identifiers.org/ncbigene/14693735
iAM_Pc455	PCYB_083820	http://identifiers.org/ncbigene/14692573
iAM_Pc455	PCYB_053420	http://identifiers.org/ncbigene/14691713
iAM_Pc455	PCYB_103180	http://identifiers.org/ncbigene/14693328
